branch,commit,timestamp,report_dir,coverage_file,rubycritic_dir
base-measurements,9213af1,2026-05-06_19-01-37,reports/base-measurements-9213af1-2026-05-06_19-01-37,reports/base-measurements-9213af1-2026-05-06_19-01-37/coverage/.resultset.json,reports/base-measurements-9213af1-2026-05-06_19-01-37/rubycritic
